Company,City,County,State,yr built,cases_jul_17,date_first_case,_deaths,date_first_death,num_employees,num_tests,any_closure,flag?,close_date,reopen_date,meat_type,estnumber,line_speed_waiver,Sources,Notes,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link
Tyson Foods,Waterloo,Black Hawk,Iowa,,1031,4/16/2020,5,5/4/2020,2800,unclear,Yes,,4/22/2020,5/7/2020,pork,M21397+P21397,,"Tyson Foods press releases, Des Moines Register, The Courier, Associated Press, The New York Times",,https://www.tysonfoods.com/news/news-releases/2020/4/tyson-foods-indefinitely-suspend-waterloo-operations,https://www.tysonfoods.com/news/news-releases/2020/5/tyson-fresh-meats-resume-waterloo-iowa-operations,https://www.usatoday.com/story/money/2020/04/17/tyson-foods-officials-call-plant-close-over-coronavirus-cases/5158361002/,https://www.desmoinesregister.com/story/news/health/2020/04/16/iowa-kim-reynolds-suspects-coronavirus-outbreak-waterloo-plant-tyson-workers-safety-covid-19/5145443002/,https://www.desmoinesregister.com/story/money/agriculture/2020/04/29/trump-order-reopen-meat-packing-plants-create-anxiety-waterloo-farmers-who-face-destroying-pigs/3047760001/,https://wcfcourier.com/news/local/19-new-iowa-coronavirus-deaths-watch-now/article_5e4baaad-f130-5199-ab94-b2e21580dae5.html,https://www.desmoinesregister.com/story/money/agriculture/2020/05/07/infected-workers-waterloo-plant-more-than-double-earlier-figure/3092376001/,https://www.seattletimes.com/business/coronavirus-cuts-deep-scars-through-meatpacking-cities/,https://www.nytimes.com/2020/05/10/business/economy/coronavirus-tyson-plant-iowa.html,https://apnews.com/336ad340b0a01f9ab870aef1a32785f2,,,,,,,,
Tyson Foods,Perry,Dallas,Iowa,,730,4/18/2020,n/a,n/a,1250,unclear,Yes,,4/19/2020,4/20/2020,pork,M244P+V244P,,"WOI-TV, WHO-TV",KCCI8 Des Moines: Tyson won't release numbers to city https://www.kcci.com/article/perry-demands-information-on-tyson-plants-covid-19-cases/32348090,https://www.weareiowa.com/article/news/health/coronavirus/perry-tyson-foods-inc-plant-coronavirus-covid-19-iowa/524-f5fc8634-9af9-4a4d-9003-71390ff3d709,https://whotv.com/news/covid-19-state-of-iowa-releases-new-details-on-workplace-outbreaks/,,,,,,,,,,,,,,,,
Tyson Foods,Storm Lake,Buena Vista,Iowa,1965,591,5/28/2020,n/a,n/a,2303,2303,Yes,,5/28/2020,6/3/2020,pork,M244+V244,,"KHQA-TV, Des Moines Register, Meat+Poultry",Des Moines Register: 75% of positive tests are asymptomatic,https://khqa.com/news/coronavirus/idph-confirms-outbreak-at-tyson-foods-plant-in-storm-lake,https://www.desmoinesregister.com/story/news/politics/2020/05/28/coronavirus-outbreak-confirmed-tyson-foods-storm-lake-pork-processing-plant-kim-reynolds/5274618002/,https://www.desmoinesregister.com/story/money/agriculture/2020/06/02/tyson-says-815-test-positive-covid-19-iowa-plants-storm-lake-council-bluffs/3125141001/,https://www.meatpoultry.com/articles/23232-tyson-foods-shares-more-covid-19-test-results-in-iowa?e=pamelagdempsey@investigatemidwest.org&utm_source=MEAT%2BPOULTRY+Daily&utm_medium=Newsletter&oly_enc_id=1572G7110445C1V,https://www.desmoinesregister.com/story/money/business/2016/07/08/held-hostage-tyson-iowa-towns-dilemma/86449400/,,,,,,,,,,,,,
Tyson Foods,Council Bluffs,Pottawattamie,Iowa,,224,6/2/2020,n/a,n/a,1483,1483,No,,n/a,n/a,beef,M244C+P244C,,"Des Moines Register, Meat+Poultry",,https://www.desmoinesregister.com/story/money/agriculture/2020/06/02/tyson-says-815-test-positive-covid-19-iowa-plants-storm-lake-council-bluffs/3125141001/,https://www.meatpoultry.com/articles/23232-tyson-foods-shares-more-covid-19-test-results-in-iowa?e=pamelagdempsey@investigatemidwest.org&utm_source=MEAT%2BPOULTRY+Daily&utm_medium=Newsletter&oly_enc_id=1572G7110445C1V,,,,,,,,,,,,,,,,
Tyson Foods,Emporia,Lyon,Kansas,,"193; total of 2,939 positive cases in state, per Kansas Dept of Health and Environment",4/20/2020,"3; total of 17, per Wichita Eagle",6/7/2020,unclear,unclear,No,,n/a,n/a,"beef, pork, poultry",M245D+P245D+V245D,,"WIBW13, Wichita Eagle, State of Kansas spreadsheet showing outbreaks obtained via Kansas Open Records Act",Wichita Eagle obtained secret list of hot spots in Kansas,https://www.wibw.com/content/news/COVID-19-cluster-confirmed-at-Emporia-Tyson-plant-569787941.html,https://www.kansas.com/news/coronavirus/article243306751.html,https://www.kansas.com/news/coronavirus/article243305606.html,https://www.documentcloud.org/documents/6946542-KansasClusterReport.html,https://www.kansas.com/news/coronavirus/article244190362.html,,,,,,,,,,,,,
Tyson Foods,Holcomb,Finney,Kansas,1980,"815; total of 3,205 positive cases in state, per Wichita Eagle",6/7/2020,"2; total of 17, per Wichita Eagle",6/7/2020,unclear,unclear,No,,n/a,n/a,beef,M278+V278,,"Wichita Eagle, State of Kansas spreadsheet showing outbreaks obtained via Kansas Open Records Act",Wichita Eagle obtained secret list of hot spots in Kansas,https://www.kansas.com/news/coronavirus/article243305606.html,https://www.kansas.com/news/coronavirus/article243306751.html,https://www.documentcloud.org/documents/6946542-KansasClusterReport.html,https://www.kansas.com/news/coronavirus/article244190362.html,https://www.kshs.org/publicat/reflections/pdfs/2015spring.pdf,,,,,,,,,,,,,
Tyson Foods,Robards,Henderson,Kentucky,,"95; total of 559 positive cases in state, per CDC",4/20/2020,"1; 4 total in state, per CDC",6/12/2020,unclear,unclear,Yes,,4/30/2020,5/3/2020,poultry,P19514,Yes,"WFIE-TV, Courier and Press, WEHT-TV, WFPL (KY public radio), WEHT-TV, WKY FM (NPR affiliate), Ohio Valley Resource",,https://www.wbko.com/content/news/Western-Kentucky-meat-processing-plants-close-for-cleaning-570138221.html,https://www.courierpress.com/story/news/2020/04/22/tyson-foods-robards-wont-discuss-number-workers-hit-covid-19/3000514001/,https://www.tristatehomepage.com/news/local-news/covid-19-cases-confirmed-at-ky-tyson-plant/,https://wfpl.org/kentucky-meatpacking-plants-new-coronavirus-hotspots-with-dozens-of-cases/,https://www.wbko.com/content/news/Western-Kentucky-meat-processing-plants-close-for-cleaning-570138221.html,https://www.tristatehomepage.com/news/coronavirus-watch/coronavirus-watch-kentucky/covid-19-cases-increase-at-3-ky-meat-processing-facilities/,https://www.wkyufm.org/post/kentucky-meat-processing-plants-confronting-covid-19,https://ohiovalleyresource.org/2020/06/12/these-three-factors-are-driving-many-covid-19-outbreaks-in-rural-communities/,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,
Tyson Foods,Lake Cumberland,Lincoln,Kentucky,,"2; total of 559 positive cases in state, per CDC",4/27/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,n/a,n/a,,Ohio Valley Resource,,https://ohiovalleyresource.org/2020/04/27/one-worker-dead-more-than-200-infected-as-coronavirus-hits-ky-meatpackers/,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
Tyson Foods,Green River,Henderson,Kentucky,,"74; total of 559 positive cases in state, per CDC",4/27/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,n/a,n/a,,"Ohio Valley Resource, WFIE",,https://ohiovalleyresource.org/2020/04/27/one-worker-dead-more-than-200-infected-as-coronavirus-hits-ky-meatpackers/,https://www.kfvs12.com/2020/04/29/western-ky-meat-processing-companies-see-large-amount-covid-cases/,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,
Tyson Foods,Portland,Cumberland,Maine,,51,4/29/2020,1,7/6/2020,403,unclear,Yes,,5/2/2020,5/7/2020,poultry,n/a,,"Press Herald, WGME13, Tyson Foods press release, Centers for Disease Control and Prevention",,https://www.pressherald.com/2020/05/01/portland-poultry-plant-to-be-idled-3-days-because-of-covid-19-outbreak/#,https://wgme.com/news/coronavirus/tyson-foods-plant-to-re-open-in-portland-thursday-after-51-covid-19-cases,https://www.pressherald.com/2020/04/29/outbreak-reported-at-portland-meat-packing-plant/#,https://www.pressherald.com/2020/05/01/portland-poultry-plant-to-be-idled-3-days-because-of-covid-19-outbreak/#,https://wgme.com/news/coronavirus/tyson-foods-plant-to-re-open-in-portland-thursday-after-51-covid-19-cases,https://www.tysonfoods.com/news/news-releases/2020/5/tyson-foods-inc-releases-results-covid-19-testing-portland-maine-plant,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,
Tyson Foods,Carthage,Leake,Mississippi,1961,"42; 123 total cases in state, per CDC",5/1/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P758,Yes,Clarion Ledger,,https://www.clarionledger.com/story/news/2020/05/01/mississippi-coronavirus-disease-spreads-among-chicken-plant-workers/3041482001/,http://www.nbcnews.com/id/4399873/ns/business-us_business/t/tyson-close-miss-plant-cut-jobs/#.X1qY6IYpBZA,,,,,,,,,,,,,,,,
Tyson Foods,Forest,Scott,Mississippi,,"5; 123 total cases in state, per CDC",5/1/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P164,Yes,Clarion Ledger,,https://www.clarionledger.com/story/news/2020/05/01/mississippi-coronavirus-disease-spreads-among-chicken-plant-workers/3041482001/,,,,,,,,,,,,,,,,,
Tyson Foods,St. Joseph,Buchanan,Missouri,2006,1,4/6/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,n/a,n/a,,DTN,,https://www.dtnpf.com/agriculture/web/ag/news/world-policy/article/2020/04/06/two-iowa-plants-suspend-operations,,,,https://www.desmoinesregister.com/story/money/agriculture/2015/05/31/hog-market-sioux-city/28220099/,,,,,,,,,,,,,
Tyson Foods,Noel,McDonald,Missouri,,371,6/22/2020,n/a,n/a,unclear,1142,No,,n/a,n/a,poultry,P1362,Yes,Springfield News-Leader,,https://www.news-leader.com/story/news/local/2020/06/22/missouri-covid-19-case-tyson-plant-noel-mcdonald-county-coronavirus/3235301001/,https://www.news-leader.com/story/news/local/2020/06/26/missouri-coronavirus-tyson-foods-positive-covid-19-noel-facility/3266269001/,,,,,,,,,,,,,,,,
Tyson Foods,Dakota City,Dakota,Nebraska,1966,"786; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",4/17/2020,"3; total of 18 deaths in NE, per Lincoln Journal-Star",5/2/2020,4500,unclear,Yes,,5/1/2020,5/4/2020,beef,M245C+V245C,,"Tyson Foods press release, KTIV, Sioux City Journal, KMEG14, Omaha World-Herald, Lincoln Journal-Star",h/t reader,https://www.tysonfoods.com/news/news-releases/2020/4/tyson-fresh-meats-temporarily-pausing-production-dakota-city-neb-beef,https://ktiv.com/2020/04/17/positive-covid-19-cases-confirmed-in-workers-at-tysons-dakota-city-plant/,https://siouxcityjournal.com/news/local/source-669-tyson-workers-at-dakota-city-nebraska-plant-test-positive-for-covid-19/article_fa2bdc32-97f3-535b-8a6e-2b50008758fe.html#tracking-source=home-breaking,https://www.omaha.com/news/state_and_regional/meatpacking-workers-account-for-one-in-six-coronavirus-cases-nebraskas-total-cases-top-7-000/article_92b9c056-a8fc-5f8b-84eb-15404939b6ba.html,https://siouxlandnews.com/news/coronavirus/tyson-foods-employee-the-latest-covid-19-death-in-dakota-county,https://siouxcityjournal.com/news/local/tyson-delays-reopening-of-dakota-city-beef-plant-to-wait-for-covid-19-test-results/article_45e0057b-6d56-50e0-8346-d5349a8bec08.html#tracking-source=home-top-story-1,https://www.omaha.com/news/state_and_regional/19-more-workers-at-costco-chicken-plant-in-fremont-test-positive-for-coronavirus/article_6520bfac-aa3a-538b-adec-a0e450caf566.html,https://journalstar.com/business/agriculture/watch-now-virus-controlled-in-meatpacking-plants-ag-undersecretary-says/article_b8b60a68-2f9b-5095-8487-a55396f4909f.html,https://www.omaha.com/news/state_and_regional/786-workers-at-tysons-dakota-city-plant-have-coronavirus-company-says-worst-is-over/article_97279b04-9376-5990-861e-c423c47f13ab.html,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,https://www.meatpoultry.com/articles/19247-tyson-s-beef-battleship,,,,,,,
Tyson Foods,Madison,Madison,Nebraska,,"212; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",4/20/2020,n/a,n/a,1467,unclear,Yes,,5/4/2020,5/6/2020,pork,M21276+P21276,,"Omaha World-Herald, Elkhorn Logan Valley Public Health Department press release, Lincoln Journal-Star, Nebraska New Channel, Tyson Foods press release",,https://www.omaha.com/news/state_and_regional/fremont-chicken-plant-worker-dies-plants-in-madison-schuyler-to-close-temporarily/article_0791f20a-f47f-5c0e-9c9a-ede2ab0fd0a2.html,https://elvphd.org/Current-News/covid-19-outbreak-being-investigated-at-tyson-foods-inc-madison,https://www.omaha.com/news/state_and_regional/car-parades-in-grand-island-and-elsewhere-show-solidarity-for-meatpacking-workers/article_7356ca87-113c-5426-a7b6-053737dffc89.html,https://journalstar.com/lifestyles/health-med-fit/health/smithfield-in-crete-may-close-because-of-rising-number-of-cases/article_1f3377e0-e746-587b-830b-6fcaa535bf8d.html,https://rivercountry.newschannelnebraska.com/story/42080515/tyson-plant-in-madison-reduces-operations-in-order-to-test-workforce,https://www.omaha.com/news/state_and_regional/meatpacking-workers-account-for-one-in-six-coronavirus-cases-nebraskas-total-cases-top-7-000/article_92b9c056-a8fc-5f8b-84eb-15404939b6ba.html,https://www.tysonfoods.com/news/news-releases/2020/5/tyson-foods-inc-and-elkhorn-logan-valley-public-health-department-release,https://journalstar.com/business/local/nebraska-city-meatpacking-plant-bucks-outbreak-trend/article_4faf324d-fb35-57f6-a5d4-45a39229072b.html,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,
Tyson Foods,Lexington,Dawson,Nebraska,1990,"unknown; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",4/21/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,meat,M245L+P245L,,Omaha World-Herald,,https://www.omaha.com/news/state_and_regional/meatpacking-plants-are-nebraskas-newest-battleground-in-war-against-coronavirus/article_cb30e2ab-099a-5458-b0ec-01c0d05fc9e9.html,https://www.omaha.com/news/state_and_regional/meatpacking-workers-account-for-one-in-six-coronavirus-cases-nebraskas-total-cases-top-7-000/article_92b9c056-a8fc-5f8b-84eb-15404939b6ba.html,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,https://www.tysonfoods.com/news/news-releases/2015/3/tyson-fresh-meats-invest-47-million-lexington-beef-plant,,,,,,,,,,,,,,
Tyson Foods,Wilkesboro,Wilkes,North Carolina,,"599; 1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",4/26/2020,1,5/10/2020,2244,2244,Yes,,5/9/2020,5/12/2020,poultry,M7478+P1,,"WBTV, Wilkes Journal-Patriot, Tyson Foods press release, ProPublica, Triad City Beat, The Guardian",,https://www.wbtv.com/2020/05/09/wilkesboro-tyson-chicken-plant-shut-down-after-covid-outbreak/,https://www.journalpatriot.com/covid-19/wilkes-county-health-department-working-with-local-plant/article_33acda16-8829-11ea-ac78-9b8d239dc008.html,https://www.wbtv.com/2020/05/09/wilkesboro-tyson-chicken-plant-shut-down-after-covid-outbreak/,https://wilkesboronorthcarolina.com/newsfeed/item/100-local-update-04-28-2020-confirmed-cases-of-covid-19-among-tyson-foods-employees-at-wilkesboro-meat-processing-plant,https://www.journalnow.com/news/local/9-new-cases-of-covid-19-reported-in-forsyth-county/article_88264a44-aa45-5a74-9e56-3521c81260e8.html,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,https://www.tysonfoods.com/news/news-releases/2020/5/tyson-foods-inc-releases-results-covid-19-testing-wilkesboro-nc-plant,https://www.propublica.org/article/emails-reveal-chaos-as-meatpacking-companies-fought-health-agencies-over-covid-19-outbreaks-in-their-plants,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://triad-city-beat.com/worker-tyson-foods-wilkesboro-chicken-processing-plant-died/,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,,,,,,,
Tyson Foods,Broken Bow,McCurtain,Oklahoma,1970,"57; COUNTED IN ARKANSAS TOTAL, SEE NOTE",6/5/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P7085+V7085,Yes,Arkansas Dept of Health,"This plant was reported in the Arkansas Dept of Health report, likely because the workers reside in Arkansas; state health report obtained by Heather Schlitz of Midwest Center",https://www.documentcloud.org/documents/6939504-Arkansas-Poultry-Covid-Clusters-Summary-6-5-2020.html,https://www.documentcloud.org/documents/6945186-Arkansas-Poultry-COVID-Summary-6-12-2020.html,https://www.documentcloud.org/documents/6988953-Arkansas-7-13-20-Poultry-COVID-Summary-FINAL.html,https://www.brokenbowchamber.com/history.php,,,,,,,,,,,,,,
Tyson Foods,Columbia,Richland,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,Yes,,23-Jun,21-Jul,meat/poultry,M19706 +P19706,,The State,"11 total Tyson employees in the state, per The State",https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
Tyson Foods,Goodlettsville,Davidson/Sumner,Tennessee,2000,"more than 300; 1 of 7 affected plants in state w/ total of 640 positive cases, per CDC",4/18/2020,3,6/4/2020,unclear,unclear,No,,n/a,n/a,"beef, pork",M244G+P244G+V244G,,"Nashville Tennessean, Centers for Disease Control and Prevention, Nashville Scene, Nashville Post",,https://www.tennessean.com/story/news/2020/04/18/90-workers-test-positive-covid-19-tyson-foods-plant-goodlettsville/5159479002/,https://www.delmarvanow.com/story/news/local/2020/04/22/tennessee-tyson-meat-plant-remains-open-despite-coronavirus-outbreak/3002226001/,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.nashvillescene.com/news/pith-in-the-wind/article/21136219/tyson-deaths-underscore-call-for-worker-protections,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,https://www.nashvillepost.com/business/health-care/article/21140089/another-tyson-employee-dies-after-covid19-hospitalization,https://www.foodbusinessnews.net/articles/16550-tyson-expands-tennessee-poultry-processing-plant,,,,,,,,,,,
Tyson Foods,Amarillo,Potter,Texas,1973,410,5/17/2020,n/a,n/a,4000,unclear,Yes,,5/16/2020,5/17/2020,beef,M245E,,"Austin American-Statesman, High Plains Public Radio",,https://www.statesman.com/news/20200517/coronavirus-in-texas-lsquowersquore-all-on-same-side-this-is-life-and-deathrsquo,https://www.statesman.com/news/20200517/coronavirus-in-texas-lsquowersquore-all-on-same-side-this-is-life-and-deathrsquo,https://www.hppr.org/post/over-400-covid-19-cases-identified-amarillo-tyson-plant-so-far,https://clui.org/ludb/site/amarillo-meat-packing-plant,,,,,,,,,,,,,,
Tyson Foods,Center,Shelby,Texas,,56,4/21/2020,2,4/21/2020,unclear,unclear,No,,n/a,n/a,poultry,P325,,"Texas Tribune, Texas Observer",,https://www.texastribune.org/2020/04/21/texas-investigating-meat-processing-plants-over-coronavirus-outbreaks/,https://www.texasobserver.org/covid-19-tyson-east-texas-follow-up/,,,,,,,,,,,,,,,,
Tyson Foods,Carthage,Panola,Texas,,22,4/30/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P7044,,Longview News-Journal,,https://www.news-journal.com/news/coronavirus/tyson-plant-workers-in-carthage-express-concerns-amid-22-confirmed-covid-19-cases/article_14522a7b-fb82-577c-9d9d-912be3185aab.html,,,,,,,,,,,,,,,,,
Tyson Foods,Sherman,Grayson,Texas,1974,326,5/27/2020,2,5/27/2020,unclear,about 1600,No,,n/a,n/a,meat,M244S+P244S,,"NBC5 DFW, Herald-Democrat",,https://www.nbcdfw.com/investigations/official-confirms-more-than-200-covid-19-cases-at-north-texas-meat-plant/2377391/,https://www.heralddemocrat.com/news/20200610/tyson-announces-second-employee-covid-19-related-death,,,,,,,,,,,,,,,,
Tyson Foods,Temperanceville,Accomack,Virginia,,"257; ""roughly 510"" total positive cases in Eastern Shore poultry plants; 1 of 14 affected plants w/ a total of 1,109 positive cases, per CDC",4/22/2020,n/a,n/a,1282,1282,Yes,,4/24/2020,4/27/2020,poultry,P806,,"Delmarva Now, Washington Post, Eastern Shore Post, Virginia Department of Health, Tyson Foods press release",,https://www.delmarvanow.com/story/news/local/virginia/2020/04/24/tyson-foods-closes-virginia-shore-plant-deep-cleaning/3019657001/,https://www.washingtonpost.com/local/virus-spread-at-virginia-chicken-plants-alarms-health-officials/2020/04/28/7ef459d4-898e-11ea-ac8a-fe9b8088e101_story.html,https://www.easternshorepost.com/2020/04/22/poultry-plant-employees-concerned-as-coronavirus-cases-increase/,https://www.washingtonpost.com/local/virus-spread-at-virginia-chicken-plants-alarms-health-officials/2020/04/28/7ef459d4-898e-11ea-ac8a-fe9b8088e101_story.html,https://www.vdh.virginia.gov/news/2020-regional-news-releases/eastern-shore-health-district-announces-results-from-may-8-9-testing-clinic/,https://www.delmarvanow.com/story/news/local/virginia/2020/05/22/tyson-foods-releases-coronavirus-testing-results-temperanceville/5246817002/,https://www.tysonfoods.com/news/news-releases/2020/5/tyson-foods-inc-releases-results-covid-19-testing-temperanceville-va,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,
Tyson Foods,Wallula,Walla Walla,Washington,,"277; 1 of 7 affected plants w/ a total of 468 positive cases, per CDC",4/14/2020,3; 4 total,22-Apr,1482,unclear,Yes,,4/24/2020,5/5/2020,beef,M9268+V9268,,"Walla Walla Union-Bulletin, Tyson Foods press releases, Tri-City Herald, Walla Walla County Department of Community Health press release, KOMO-TV, KEPR-TV, Centers for Disease Control and Prevention",,https://www.union-bulletin.com/news/health_fitness/coronavirus/tyson-reopens-today-with-some-tests-still-lingering/article_f590b773-6f7d-5829-b5a3-917fcb84f71c.html,https://www.tysonfoods.com/news/news-releases/2020/4/tyson-fresh-meats-testing-pasco-wash-team-members-covid-19-temporarily,https://www.union-bulletin.com/news/health_fitness/coronavirus/update-tyson-fresh-meats-in-walla-walla-county-linked-to-numerous-covid-19-cases/article_f118d37f-ebf5-54c0-84b9-83ea02216cdc.html,https://www.union-bulletin.com/news/health_fitness/coronavirus/more-covid-19-cases-here-at-tyson-fresh-meats/article_1d1f9ac7-b43d-5504-bb6b-77e934b420f0.html,https://www.union-bulletin.com/news/health_fitness/coronavirus/health-officials-require-more-of-tyson-fresh-meats/article_4b424025-2108-5157-ace2-e770dd172cf7.html,https://komonews.com/news/local/3-workers-killed-277-infected-in-coronavirus-outbreak-at-e-wash-beef-plant,https://www.co.walla-walla.wa.us/4-21-20%20Press%20Release%20Walla%20Walla%20County%20COVID-19%20Update-%20Stay%20Home%20Stay%20Safe%20Final.pdf,https://www.union-bulletin.com/news/health_fitness/coronavirus/tyson-still-awaiting-tests-following-trump-order/article_f607dc88-9043-5183-8490-9698cea82d4d.html,https://www.tri-cityherald.com/news/coronavirus/article242465531.html,https://www.union-bulletin.com/news/health_fitness/coronavirus/tyson-reopens-today-with-some-tests-still-lingering/article_f590b773-6f7d-5829-b5a3-917fcb84f71c.html,https://keprtv.com/news/local/pasco-grandfather-tyson-employee-loses-battle-with-coronavirus,https://komonews.com/news/local/3-workers-killed-277-infected-in-coronavirus-outbreak-at-e-wash-beef-plant,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,
unknown,unknown,unknown,Arkansas,,n/a,n/a,1,5/11/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Arkansas Times,,https://arktimes.com/arkansas-blog/2020/05/11/arkansas-poultry-workers-amid-the-coronavirus-were-not-essential-were-expendable,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Delaware,,"1 of 6 plants w/ 336 positive cases in state, per CDC",5/1/2020,"4 in 6 plants, per CDC",5/1/2020,n/a,n/a,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Delaware,,"1 of 6 plants w/ 336 positive cases in state, per CDC",5/1/2020,"4 in 6 plants, per CDC",5/1/2020,n/a,n/a,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Delaware,,"1 of 6 plants w/ 336 positive cases in state, per CDC",5/1/2020,"4 in 6 plants, per CDC",5/1/2020,n/a,n/a,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Delaware,,"1 of 6 plants w/ 336 positive cases in state, per CDC",5/1/2020,"4 in 6 plants, per CDC",5/1/2020,n/a,n/a,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Delaware,,"1 of 6 plants w/ 336 positive cases in state, per CDC",5/1/2020,"4 in 6 plants, per CDC",5/1/2020,n/a,n/a,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Georgia,,"1 of 14 plants affected in state w/ 509 total cases, per CDC",5/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Georgia,,"1 of 14 plants affected in state w/ 509 total cases, per CDC",5/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Georgia,,"1 of 14 plants affected in state w/ 509 total cases, per CDC",5/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
